student_id,name,math_score,science_score,english_score,history_score,final_score,attendance_percentage,homework_completion
740,Rafferty Marrow,10.3,61.47,11.1,77.11,98.33,5.45,yes
741,Oralee Loudyan,35.8,91.86,84.54,82.39,67.96,72.33,yes
742,Mel Lovelace,77.3,17.99,73.09,41.14,60.77,29.86,no
743,Anatole Syson,56.77,11.48,75.25,34.99,22.99,77.46,yes
744,Alexio Physic,92.17,91.54,96.92,73.4,46.06,84.99,no
745,Kermie Bignall,19.54,68.49,43.41,57.99,50.28,95.25,no
746,Diahann Olorenshaw,7.53,70.52,33.81,19.85,21.69,28.72,no
747,Trey Benzies,95.8,13.9,71.05,68.01,11.58,6.25,no
748,Noami Fishpond,65.72,93.75,31.28,37.67,7.21,59.4,no
749,Cal Willcox,15.65,87.79,89.75,49.89,85.59,63.11,yes
750,Norman Blune,97.08,3.8,53.23,83.06,13.59,50.16,yes
751,Maryl Selley,76.42,56.59,92.4,73.31,8.66,75.69,yes
752,Amie Crich,11.51,90.36,78.49,77.12,6.29,99.03,no
753,Rosanna Strodder,96.41,91.36,94.76,73.36,78.02,94.9,no
754,Devan Rackam,4.37,70.07,38.82,1.54,64.31,88.53,yes
755,Alfonso Briscoe,60.25,62.84,92.41,4.45,5.18,20.98,no
756,Nonna Ranvoise,77.64,97.13,69.87,99.29,31.16,88.98,yes
757,Mannie Poate,8.27,0.71,28.44,15.3,66.91,68.9,yes
758,Crin Tomaszewicz,78.02,21.95,40.84,38.84,77.48,39.09,no
759,Gawen MacVicar,5.34,21.98,93.23,38.64,69.94,91.11,yes
760,Stinky Taphouse,23.95,18.35,52.04,35.76,10.27,72.97,yes
761,Dannie Simmers,35.74,44.73,19.08,73.18,3.18,69.35,yes
762,Deloris Kidd,42.0,52.04,22.38,12.39,64.53,93.88,no
763,Dee Duker,17.45,87.61,59.71,90.67,10.08,43.81,no
764,Sherlocke Stockoe,95.3,5.44,49.65,23.11,15.69,70.21,no
765,Alejoa Gorstidge,89.39,93.36,27.44,44.78,42.71,51.57,no
766,Babara Allcock,85.84,85.95,70.73,71.57,41.75,33.84,no
767,Trula Hars,35.54,31.8,96.41,20.56,60.23,86.28,no
768,Carol Trousdale,4.26,92.17,20.93,22.96,1.85,72.99,no
769,Granville Danbi,15.66,32.57,62.7,2.84,73.2,22.65,no
770,Brade Ruppel,64.21,59.69,23.06,5.58,26.64,89.9,no
771,Silvanus Mangeon,75.89,36.03,58.7,41.46,86.15,32.41,no
772,Allina Vockings,56.54,34.3,74.46,59.57,99.03,38.72,yes
773,Yorker Vicker,70.29,37.78,94.31,65.46,24.92,81.67,no
774,Robena Biffen,15.32,24.58,20.73,64.37,8.52,22.97,no
775,Catherin Baison,70.03,50.87,17.53,55.55,1.81,23.18,yes
776,Nikoletta Tolland,21.55,69.9,9.95,3.05,46.74,2.88,no
777,Padraig Dudbridge,24.84,37.97,81.48,92.64,77.26,52.02,yes
778,Ailey Crang,57.44,18.75,85.71,21.93,0.11,87.13,no
779,Maureene Dunlap,44.07,84.59,83.03,46.79,47.96,76.75,yes
780,Andonis Lutty,8.71,87.93,70.91,65.36,24.17,2.12,no
781,Kellia Van Merwe,27.31,74.63,84.32,50.92,95.54,47.9,yes
782,Sophie Impleton,37.81,40.87,63.4,41.75,38.36,23.53,yes
783,Darleen Bossel,18.87,84.08,11.76,7.86,91.64,33.29,no
784,Eloise Gianuzzi,13.26,23.83,56.94,43.56,74.97,34.4,yes
785,Arabele Blakely,42.53,19.24,1.87,54.97,24.16,79.26,yes
786,Mariya Christophers,44.8,39.75,88.17,40.3,90.65,55.13,no
787,Erek Rubinowitz,65.61,52.46,31.88,97.57,25.48,15.35,yes
788,Korella Girvin,83.76,74.09,34.29,69.85,64.41,22.17,yes
789,Elise Zemler,54.99,24.79,95.59,24.1,55.42,95.16,yes
790,Karola Daymont,10.05,38.91,29.47,90.33,11.93,86.01,yes
791,Elke Cleere,83.09,78.05,88.57,15.15,34.82,47.68,yes
792,Ruprecht Wooddisse,19.15,70.3,28.31,35.63,15.92,5.89,no
793,Tine Greenough,46.27,51.48,7.59,86.13,64.35,5.32,yes
794,Jandy Morgan,29.82,89.27,95.3,68.37,68.6,14.39,no
795,Reinaldo Dallinder,55.72,43.37,29.31,66.94,55.61,29.63,no
796,Gena Gifkins,40.23,69.25,65.74,3.93,73.61,11.58,no
797,Pippy Radcliffe,1.65,80.01,34.21,29.55,81.42,90.55,no
798,Tedmund Cronchey,2.9,26.61,75.83,67.17,3.57,94.29,yes
799,Marvin Vassay,35.22,74.51,26.01,91.72,11.33,55.93,yes
800,Renee Swallwell,84.7,86.54,50.43,22.9,47.4,3.87,no
801,Lazare Dexter,15.6,2.42,22.93,64.02,75.45,81.85,yes
802,Shadow Guerrin,53.7,2.08,38.48,16.87,21.97,85.87,yes
803,Mahmud Jodkowski,97.93,37.23,56.13,91.63,53.66,76.73,no
804,Mignon Banasevich,60.39,97.96,54.24,45.38,44.2,17.14,no
805,Meredeth Novakovic,37.82,35.04,90.62,70.72,53.91,38.83,no
806,Windy Malicki,23.68,1.68,43.02,96.94,30.99,71.0,no
807,Charleen Lasseter,54.4,48.8,2.83,52.63,15.78,50.04,no
808,Wang Franck,21.2,21.18,17.15,5.98,45.15,64.09,yes
809,Cordelia Phillis,14.0,70.14,7.99,6.73,47.16,16.0,yes
810,Eldredge Dinnies,9.79,79.52,8.12,38.21,45.45,65.22,no
811,Gaspar Hallstone,15.98,35.28,33.74,38.57,15.16,84.67,no
812,Courtney Tonge,33.57,96.18,47.59,64.86,56.56,60.48,yes
813,Tybie Emes,93.21,31.61,38.89,83.31,58.42,15.51,yes
814,Giorgio Wayper,48.56,87.75,15.0,10.32,67.04,72.72,yes
815,Abraham Lattimer,16.57,15.41,3.34,61.38,1.95,31.26,yes
816,Pren Aveline,83.79,65.85,18.97,2.69,58.76,32.72,yes
817,Herculie McLice,6.14,18.96,77.18,13.06,46.38,23.2,yes
818,Janaye Fibbitts,54.46,46.17,30.54,34.69,97.72,38.01,no
819,Aviva Keepence,69.75,3.03,50.21,69.01,36.0,89.29,no
820,Ophelie Salmen,3.87,77.19,8.46,37.54,44.84,72.77,yes
821,Viole Amsden,83.05,2.65,81.33,9.2,63.27,76.06,yes
822,Benedick Ferran,30.27,22.09,5.53,27.13,61.73,35.7,no
823,Mill Dabney,32.82,73.98,66.44,8.9,57.39,74.23,yes
824,Shep Vanyard,49.04,69.5,53.17,4.79,30.17,7.19,no
825,Liesa Fibben,2.51,3.12,58.9,89.81,62.75,91.83,yes
826,Douglas Overnell,95.39,54.79,95.45,94.29,90.98,63.13,yes
827,Derrick McArd,30.35,40.67,32.03,92.05,69.48,5.03,no
828,Madison McMorran,83.98,26.55,24.55,64.22,98.84,53.57,no
829,Jan Shakelady,3.58,20.66,56.51,61.91,8.38,78.12,yes
830,Emmy Duesberry,21.18,1.74,11.61,85.12,26.83,25.43,no
831,Thayne Dinneges,96.33,50.26,49.35,1.9,25.65,88.07,yes
832,Joseph Wurst,96.02,35.94,22.71,74.15,0.12,39.66,no
833,Uriel Harriagn,0.8,15.55,53.43,91.87,63.23,17.03,yes
834,Lonni Cottu,17.83,98.84,37.26,10.71,4.54,37.59,yes
835,Paulita Ruckman,68.54,87.95,30.15,96.46,68.91,39.41,no
836,Kerk Aiken,30.1,97.16,95.31,92.83,13.52,25.03,yes
837,Tedmund McRavey,84.51,61.93,44.03,81.84,36.19,79.55,yes
838,Ilyse Battye,52.65,59.56,82.85,48.12,85.14,82.74,no
839,Ella Bassano,8.83,91.69,84.1,5.54,4.43,59.13,yes
840,Kenyon Locket,9.29,12.09,10.36,4.87,58.92,99.14,no
841,Catlaina Lecordier,32.95,66.47,9.9,21.93,11.55,73.26,no
842,Clarke Dennis,38.9,71.08,62.82,69.36,7.99,76.08,yes
843,Birch Sabine,65.04,66.44,76.49,99.72,31.68,97.01,yes
844,Pearla Sansam,68.24,70.9,23.56,39.06,72.63,98.02,yes
845,Clerkclaude Sibylla,57.76,97.29,98.34,96.19,36.28,36.23,no
846,Kandy Hurtic,95.04,79.6,90.74,71.47,43.82,73.43,no
847,Cody Smithies,41.72,13.33,51.5,80.29,81.97,41.96,no
848,Dory Gresham,55.64,58.57,63.47,54.44,52.17,57.9,yes
849,Valencia Gabites,19.3,37.55,59.76,38.76,57.37,13.94,yes
850,Richard Limb,55.53,44.45,7.18,37.89,9.14,62.71,no
851,Marji Crevagh,25.13,7.96,71.49,77.27,9.44,2.53,yes
852,Nana Logue,32.25,91.74,52.46,55.24,76.75,67.62,yes
853,Malena Keward,40.21,40.65,53.17,74.24,5.39,9.88,no
854,Nora Pidon,18.46,37.66,88.32,21.42,91.01,65.43,no
855,Willamina Mosdill,56.15,9.81,89.64,82.77,65.15,63.69,yes
856,Pennie Spurritt,90.26,19.7,34.82,38.98,51.56,76.86,no
857,Danya Willcot,60.09,15.47,85.67,65.17,41.01,14.89,yes
858,Heidie Trundell,89.44,85.35,76.52,32.92,78.5,89.36,yes
859,Salome McGowan,95.35,80.56,31.63,11.09,10.92,84.81,no
860,Raphael Pender,2.57,45.36,83.23,40.53,78.2,43.31,no
861,Aubry Rook,11.14,34.59,4.54,37.61,24.77,71.72,no
862,Janaya Woolacott,86.88,56.23,6.2,26.83,71.51,15.18,no
863,Wendel Mateiko,62.58,34.78,31.26,4.35,74.15,70.27,yes
864,Timothea Deakin,89.98,41.09,91.55,37.44,51.27,62.43,yes
865,Maitilde Linney,26.69,18.51,93.26,0.52,19.3,33.94,yes
866,Myrlene Bargery,3.03,15.57,76.9,3.71,2.53,63.46,no
867,Wayland Eldredge,2.05,44.61,71.31,52.47,76.27,95.07,yes
868,Frannie Veillard,14.31,35.92,77.04,22.22,9.46,63.03,no
869,Loreen Benditt,76.01,97.63,26.69,45.65,5.52,52.65,no
870,Sibylle Taggert,75.4,1.78,84.3,69.43,3.98,82.18,yes
871,Arlette Asel,56.34,17.27,22.71,17.15,27.49,4.88,no
872,Tyrus Jorn,57.72,66.98,25.7,91.08,25.85,31.0,no
873,Brittani MacPeice,26.81,59.73,72.16,27.68,59.9,70.5,no
874,Elfrida Purselow,73.22,69.58,78.44,59.82,18.64,39.65,no
875,Johny Laverack,21.92,62.0,88.3,80.13,97.16,67.43,no
876,Eunice Hadwick,45.97,85.17,88.99,36.97,5.86,0.16,yes
877,Roderick Brokenshaw,92.77,56.56,34.25,46.27,72.51,80.28,yes
878,Jobi La Rosa,59.9,35.14,3.33,21.49,17.91,99.26,yes
879,Moreen Murkitt,54.73,35.17,3.81,55.79,5.4,37.39,no
880,Naomi Noye,22.3,74.41,78.92,78.66,20.96,85.95,no
881,Starlin Towriss,0.14,71.19,83.89,81.73,28.6,28.28,no
882,Leonid Chappelle,54.07,20.07,45.99,67.12,68.31,4.18,no
883,Yevette Wakefield,25.35,55.98,26.33,69.35,5.06,77.8,yes
884,Stanley Dingle,15.27,51.95,45.71,17.99,71.92,61.05,yes
885,Beniamino Watmore,86.07,22.96,53.95,11.32,97.72,17.93,no
886,Cacilia Mowsdill,60.74,78.5,19.67,48.79,26.59,30.3,no
887,Fawn Mowlam,60.94,42.87,68.53,42.79,41.17,1.62,yes
888,Staffard Woodeson,0.57,35.07,74.44,1.9,74.84,1.53,no
889,Hillary Gladdifh,72.97,37.52,83.6,79.67,59.6,5.47,no
890,Merrill Kesper,6.46,41.1,45.94,61.08,60.94,44.7,no
891,Juliette Sousa,30.88,96.64,40.42,23.24,98.04,5.58,yes
892,Cozmo Nitti,65.83,68.85,13.22,72.11,81.63,74.85,no
893,Darby Athowe,30.36,68.85,64.92,83.44,28.43,99.0,no
894,Marietta Iddon,68.97,24.95,32.33,74.41,66.02,36.19,no
895,L;urette Hehnke,65.44,81.88,44.5,83.06,64.56,85.86,yes
896,Tibold Olander,44.04,4.11,80.91,79.87,5.58,92.49,no
897,Hort Parks,72.37,28.55,76.1,65.82,68.07,60.41,yes
898,Kaylee Burkitt,24.42,98.65,52.47,31.49,57.64,95.56,no
899,Terrell Ferreras,18.74,39.36,31.84,93.58,55.59,47.43,yes
900,Persis Bordone,34.69,66.29,55.64,39.04,65.61,52.91,no
901,Jenny Bezemer,10.54,88.53,56.75,1.91,24.42,81.26,no
902,Marion Oleszcuk,11.31,12.62,6.41,27.27,79.87,69.85,yes
903,Danyette Shank,76.59,8.87,9.14,23.48,16.59,9.17,no
904,Tybalt Rand,87.91,62.84,39.64,52.12,58.99,60.06,yes
905,Kali Malcolmson,52.21,77.06,10.22,40.18,59.91,20.85,no
906,Skip Senescall,95.93,93.42,8.5,34.96,96.89,2.06,yes
907,Fernando Olliver,45.94,41.39,24.73,56.46,98.94,53.7,no
908,Kristien Rosenboim,48.22,87.24,63.36,13.96,60.37,62.14,yes
909,Xylina Scrimshire,16.71,71.24,62.04,23.14,29.15,97.14,yes
910,Orren Issatt,77.82,93.32,41.15,86.73,84.42,14.08,no
911,Fey Climance,62.93,0.7,44.44,23.02,73.9,66.71,yes
912,Jan Jacobson,38.07,3.02,98.61,9.92,84.75,97.41,yes
913,Cam Crossgrove,27.44,8.65,64.64,94.85,75.38,31.04,no
914,Elsbeth Bumpas,80.89,77.99,57.66,23.56,19.73,48.1,yes
915,Mela Goodacre,17.15,3.99,15.42,10.87,48.65,44.54,no
916,Colby Nitti,4.53,57.8,89.74,15.99,96.42,89.46,no
917,Wylie Grills,95.76,43.97,20.27,36.81,35.56,35.97,yes
918,Serena Espine,86.51,24.42,54.34,53.41,6.89,93.89,no
919,Torry Boutell,91.3,31.54,1.51,40.67,60.82,42.01,yes
920,Antons Karmel,90.27,64.64,6.43,36.38,22.78,90.15,yes
921,Ofilia Offell,84.32,96.07,3.66,83.08,31.92,87.51,yes
922,Tobias Echelle,10.47,63.43,77.1,17.99,53.83,3.59,no
923,Mikael Annetts,6.23,41.35,26.07,51.93,30.54,14.24,no
924,Nicolas Lefeuvre,94.74,53.92,22.27,40.2,10.02,0.18,no
925,Harley Whear,51.03,96.21,10.12,90.8,48.89,71.77,no
926,Dannie Matthiae,71.52,26.55,72.37,46.99,6.11,83.47,no
927,Neall Kimber,38.03,65.19,49.08,9.12,13.37,28.54,yes
928,Gan Foulger,25.4,77.46,24.53,25.39,67.7,88.83,yes
929,Star Morcom,43.4,35.41,97.33,8.79,94.09,53.52,no
930,Buiron Chilvers,45.03,18.81,62.44,21.61,22.12,73.61,no
931,Myrlene Rockhall,59.94,26.35,82.54,31.14,38.15,7.42,no
932,Ber Marieton,24.41,66.37,16.86,38.72,14.72,33.24,no
933,Wallie Bome,10.48,53.85,39.16,81.15,66.93,15.49,yes
934,Beatrisa Sevin,36.93,47.78,34.24,36.79,57.77,15.38,no
935,Estrella Sutcliffe,51.76,72.24,53.1,68.64,50.0,45.96,no
936,Donal Olyfat,87.71,54.96,73.0,10.64,18.29,29.29,yes
937,Gaston Mathers,93.11,18.21,84.06,54.42,30.21,59.97,yes
938,Shaw Mirams,44.24,26.6,65.65,38.63,66.18,3.38,no
939,Dacie Pilger,41.86,32.05,72.82,12.84,86.67,87.52,yes
940,Buck Mewitt,31.76,6.52,88.25,66.91,86.97,83.64,yes
941,Dionisio Hodgon,36.39,86.52,2.61,52.96,39.03,78.11,yes
942,Davidde Durie,58.03,67.66,51.42,71.72,71.21,33.27,yes
943,Christiane Mauro,95.77,52.08,73.54,77.63,79.39,61.01,yes
944,Yasmin Lock,64.99,57.55,32.68,19.37,33.36,94.62,no
945,Cordelie Seignior,24.41,25.37,8.21,26.53,74.31,13.4,yes
946,Jade Banasiak,4.92,45.79,57.0,9.98,63.34,69.83,no
947,Grace Kondratowicz,27.59,92.82,37.06,14.64,6.8,63.14,yes
948,Nappy Eilles,90.24,51.58,38.91,92.36,59.67,45.03,yes
949,Garner Luchelli,90.34,3.44,67.64,38.65,67.01,93.1,no
950,Herta Jeanon,5.85,68.83,73.64,79.7,27.79,52.76,yes
951,Ragnar Olivie,78.88,79.29,93.59,42.01,7.18,69.35,yes
952,Karyl Le feuvre,27.84,6.65,0.92,96.17,41.3,64.25,no
953,Scotti Harbin,71.79,21.48,20.5,27.31,57.56,94.83,yes
954,Agnella Poge,65.29,15.68,73.38,78.13,69.66,38.14,yes
955,Obadias Stout,85.56,33.73,0.59,60.85,57.64,58.66,no
956,Travers Strange,30.18,71.79,48.13,42.71,7.13,22.42,yes
957,Delora Broome,56.6,26.16,41.09,71.25,46.33,20.89,yes
958,Kyle Rocca,4.36,6.77,2.4,21.13,41.1,15.78,no
959,Bibbye Litel,52.31,39.4,26.54,88.46,77.45,8.04,no
960,Valentia Lodo,0.66,92.08,82.77,0.44,99.58,41.03,no
961,Bard Oldroyde,6.52,36.89,23.84,12.83,95.07,45.45,yes
962,Cindelyn Dicke,67.53,52.36,94.6,96.78,53.78,84.47,yes
963,Tally Hyde-Chambers,92.48,96.05,44.73,79.59,85.78,51.35,no
964,Nollie Kensitt,95.95,64.68,22.36,46.5,74.57,19.43,no
965,Emlyn Teall,91.2,31.97,10.9,26.73,94.6,92.15,no
966,Dotty Aleso,34.34,96.21,18.64,60.16,17.79,82.1,no
967,Perle Doring,31.87,69.31,90.23,49.65,55.16,97.07,no
968,Tadio Pendleton,36.64,54.3,5.48,16.8,42.49,33.52,yes
969,Lonny Seczyk,44.29,91.26,9.79,45.0,16.6,20.5,yes
970,Efrem Garthside,32.55,84.62,24.16,82.86,81.01,11.23,yes
971,Harry Palatini,79.52,66.21,38.18,45.18,12.25,88.5,yes
972,Elden Benoi,87.92,7.54,81.19,4.12,29.58,36.84,yes
973,Marlene Cargenven,46.62,97.84,61.93,66.24,44.82,28.3,yes
974,Noelani Stitch,9.86,59.05,81.27,60.16,54.26,66.2,no
975,Karalynn Loynton,30.11,57.98,86.12,64.41,68.13,91.66,no
976,Major Petican,14.6,29.73,38.45,71.83,43.23,41.05,yes
977,Cullan Burl,32.73,66.24,88.79,55.22,64.12,92.76,yes
978,Zeke Lindblom,76.78,99.59,95.95,25.21,82.01,56.62,yes
979,Chlo Wassell,52.05,37.89,18.88,79.77,24.94,73.65,no
980,Hercules Neesham,46.4,56.59,36.57,6.08,13.93,91.85,no
981,Giffie Gohn,22.86,20.78,67.25,12.38,99.33,82.62,yes
982,Corabelle Gosselin,87.55,48.43,11.38,54.36,45.3,87.87,yes
983,Sharai Goodacre,47.46,35.3,46.11,87.93,48.19,16.78,yes
984,Maddi Goodale,4.4,85.14,67.79,68.71,12.26,22.33,no
985,Sonia Dunbavin,99.08,23.36,70.19,34.93,17.73,53.39,no
986,Auroora Hugli,46.26,77.15,70.58,98.79,13.6,56.35,yes
987,Dorothy Salvidge,38.29,13.82,65.85,17.86,68.88,18.41,yes
988,Felita Mc Harg,87.51,42.51,5.7,98.36,41.54,65.11,no
989,Skippy Davidowsky,57.38,76.8,46.9,88.02,8.17,23.67,no
990,Randi Wannes,22.45,77.4,36.05,40.05,13.84,20.61,yes
991,Benni Grievson,86.47,6.03,45.67,77.92,17.33,65.89,yes
992,Pamella Grainge,79.28,87.67,31.32,65.81,10.62,21.07,yes
993,Glenda Hellier,56.61,10.45,6.76,52.8,19.58,99.17,yes
994,Gardner Maffi,17.22,19.62,2.56,72.6,17.78,72.27,no
995,Fredrick Danahar,58.2,87.61,71.02,24.42,36.82,80.88,yes
996,Patrice Puddicombe,75.15,98.81,0.43,81.05,85.94,23.49,no
997,Delmer Thornewell,53.87,40.61,22.11,67.3,36.91,91.84,yes
998,Abigale Theuss,3.1,23.15,41.95,45.13,20.04,63.71,yes
999,Sharon McGilvra,21.34,13.14,4.57,43.67,92.48,77.34,yes
1000,Lennie Dabes,71.65,29.99,53.11,14.15,41.57,12.37,yes
